DeviceID,Tag,Lat,Long
84,Road 1,13.094841868263472,77.4085648023952
85,Road 1,13.094641604790418,77.4089430738523
86,Road 1,13.094441341317365,77.40932134530938
87,Road 1,13.09424107784431,77.40969961676647
88,Road 1,13.094040814371256,77.41007788822355
89,Road 1,13.093840550898204,77.41045615968063
90,Road 1,13.09364028742515,77.41083443113773
91,Road 1,13.093440023952095,77.41121270259481
92,Road 1,13.093239760479042,77.41159097405189
93,Road 1,13.093039497005988,77.41196924550898
94,Road 1,13.092839233532933,77.41234751696607
95,Road 1,13.09263897005988,77.41272578842316
96,Road 1,13.092438706586826,77.41310405988024
97,Road 1,13.092238443113771,77.41348233133732
98,Road 1,13.092038179640717,77.41386060279441
99,Road 1,13.091837916167664,77.4142388742515
100,Road 1,13.09163765269461,77.41461714570859
101,Road 1,13.091437389221555,77.41499541716567
102,Road 1,13.091237125748503,77.41537368862275
103,Road 1,13.091036862275448,77.41575196007985
104,Road 1,13.090836598802394,77.41613023153693
105,Road 1,13.090636335329341,77.416508502994
106,Road 1,13.090436071856287,77.4168867744511
107,Road 1,13.090235808383232,77.41726504590818
108,Road 1,13.09003554491018,77.41764331736528
109,Road 1,13.089835281437125,77.41802158882236
110,Road 1,13.08963501796407,77.41839986027944
111,Road 1,13.089434754491018,77.41877813173653
112,Road 1,13.089234491017963,77.41915640319361
113,Road 1,13.089034227544909,77.4195346746507
114,Road 1,13.088833964071856,77.41991294610779
115,Road 1,13.088633700598802,77.42029121756487
116,Road 1,13.088433437125747,77.42066948902196
117,Road 1,13.088233173652695,77.42104776047904
118,Road 1,13.08803291017964,77.42142603193612
119,Road 1,13.087832646706586,77.42180430339322
120,Road 1,13.087632383233533,77.4221825748503
121,Road 1,13.087432119760479,77.42256084630739
122,Road 1,13.087231856287424,77.42293911776447
123,Road 1,13.087031592814371,77.42331738922155
124,Road 1,13.086831329341317,77.42369566067865
125,Road 1,13.086631065868263,77.42407393213573
126,Road 1,13.086430802395208,77.42445220359282
127,Road 1,13.086230538922155,77.4248304750499
128,Road 1,13.086030275449101,77.42520874650698
129,Road 1,13.085830011976046,77.42558701796408
130,Road 1,13.085629748502994,77.42596528942116
131,Road 1,13.08542948502994,77.42634356087824
132,Road 1,13.085229221556885,77.42672183233533
133,Road 1,13.085028958083832,77.42710010379241
134,Road 1,13.084828694610778,77.4274783752495
135,Road 1,13.084628431137723,77.42785664670659
136,Road 1,13.08442816766467,77.42823491816367
137,Road 1,13.084227904191616,77.42861318962076
138,Road 1,13.084027640718562,77.42899146107784
139,Road 1,13.083827377245509,77.42936973253494
140,Road 1,13.083627113772454,77.42974800399202
141,Road 1,13.0834268502994,77.4301262754491
142,Road 1,13.083226586826347,77.43050454690619
143,Road 1,13.083026323353293,77.43088281836327
144,Road 1,13.082826059880238,77.43126108982035
145,Road 1,13.082625796407186,77.43163936127745
146,Road 1,13.082425532934131,77.43201763273453
147,Road 1,13.082225269461077,77.43239590419162
148,Road 1,13.082025005988024,77.4327741756487
149,Road 1,13.08182474251497,77.43315244710578
150,Road 1,13.081624479041915,77.43353071856288
151,Road 1,13.081424215568862,77.43390899001996
152,Road 1,13.081223952095808,77.43428726147705
153,Road 1,13.081023688622754,77.43466553293413
154,Road 1,13.080823425149699,77.43504380439121
155,Road 1,13.080623161676646,77.43542207584831
156,Road 1,13.080422898203592,77.43580034730539
157,Road 1,13.080222634730537,77.43617861876247
158,Road 1,13.080022371257485,77.43655689021956
159,Road 1,13.07982210778443,77.43693516167664
160,Road 1,13.079621844311376,77.43731343313374
161,Road 1,13.079421580838323,77.43769170459082
162,Road 1,13.079221317365269,77.4380699760479
163,Road 1,13.079021053892214,77.438448247505
164,Road 1,13.078820790419162,77.43882651896207
165,Road 1,13.078620526946107,77.43920479041917
166,Road 1,13.078420263473053,77.43958306187625
167,Road 1,13.07822,77.43996133333333
168,Road 1,13.078019736526945,77.44033960479042
169,Road 1,13.077819473053891,77.4407178762475
170,Road 1,13.077619209580838,77.44109614770458
171,Road 1,13.077418946107784,77.44147441916168
172,Road 1,13.07721868263473,77.44185269061876
173,Road 1,13.077018419161677,77.44223096207585
174,Road 1,13.076818155688622,77.44260923353293
175,Road 1,13.076617892215568,77.44298750499001
176,Road 1,13.076417628742515,77.44336577644711
177,Road 1,13.07621736526946,77.44374404790419
178,Road 1,13.076017101796406,77.44412231936128
179,Road 1,13.075816838323354,77.44450059081836
180,Road 1,13.075616574850299,77.44487886227544
181,Road 1,13.075416311377245,77.44525713373254
182,Road 1,13.07521604790419,77.44563540518962
183,Road 1,13.075015784431137,77.4460136766467
184,Road 1,13.074815520958083,77.4463919481038
185,Road 1,13.074615257485029,77.44677021956088
186,Road 1,13.074414994011976,77.44714849101797
187,Road 1,13.074214730538921,77.44752676247505
188,Road 1,13.074014467065867,77.44790503393213
189,Road 1,13.073814203592814,77.44828330538923
190,Road 1,13.07361394011976,77.4486615768463
191,Road 1,13.073413676646705,77.4490398483034
192,Road 1,13.073213413173653,77.44941811976048
193,Road 1,13.073013149700598,77.44979639121756
194,Road 1,13.072812886227544,77.45017466267466
195,Road 1,13.072612622754491,77.45055293413174
196,Road 1,13.072412359281437,77.45093120558883
197,Road 1,13.072212095808382,77.45130947704591
198,Road 1,13.07201183233533,77.45168774850299
199,Road 1,13.071811568862275,77.45206601996009
200,Road 1,13.07161130538922,77.45244429141717
201,Road 1,13.071411041916168,77.45282256287425
202,Road 1,13.071210778443113,77.45320083433134
203,Road 1,13.071010514970059,77.45357910578842
204,Road 1,13.070810251497006,77.45395737724552
205,Road 1,13.070609988023952,77.4543356487026
206,Road 1,13.070409724550897,77.45471392015968
207,Road 1,13.070209461077845,77.45509219161677
208,Road 1,13.07000919760479,77.45547046307385
209,Road 1,13.069808934131736,77.45584873453095
210,Road 1,13.069608670658681,77.45622700598803
211,Road 1,13.069408407185628,77.4566052774451
212,Road 1,13.069208143712574,77.4569835489022
213,Road 1,13.06900788023952,77.45736182035928
214,Road 1,13.068807616766467,77.45774009181636
215,Road 1,13.068607353293412,77.45811836327346
216,Road 1,13.068407089820358,77.45849663473054
217,Road 1,13.068206826347305,77.45887490618763
218,Road 1,13.06800656287425,77.45925317764471
219,Road 1,13.067806299401196,77.45963144910179
220,Road 1,13.067606035928144,77.46000972055889
221,Road 1,13.06740577245509,77.46038799201597
222,Road 1,13.067205508982035,77.46076626347306
223,Road 1,13.067005245508982,77.46114453493014
224,Road 1,13.066804982035928,77.46152280638722
225,Road 1,13.066604718562873,77.46190107784432
226,Road 1,13.06640445508982,77.4622793493014
227,Road 1,13.066204191616766,77.46265762075848
228,Road 1,13.066003928143711,77.46303589221557
229,Road 1,13.065803664670659,77.46341416367265
230,Road 1,13.065603401197604,77.46379243512975
231,Road 1,13.06540313772455,77.46417070658683
232,Road 1,13.065202874251497,77.46454897804391
233,Road 1,13.065002610778443,77.464927249501
234,Road 1,13.064802347305388,77.46530552095808
235,Road 1,13.064602083832336,77.46568379241518
236,Road 1,13.064401820359281,77.46606206387226
237,Road 1,13.064201556886227,77.46644033532934
238,Road 1,13.064001293413172,77.46681860678643
239,Road 1,13.06380102994012,77.46719687824351
240,Road 1,13.063600766467065,77.4675751497006
241,Road 1,13.06340050299401,77.46795342115769
242,Road 1,13.063200239520958,77.46833169261477
243,Road 1,13.062999976047903,77.46870996407186
244,Road 1,13.062799712574849,77.46908823552894
245,Road 1,13.062599449101796,77.46946650698602
246,Road 1,13.062399185628742,77.46984477844312
247,Road 1,13.062198922155687,77.4702230499002
248,Road 1,13.061998658682635,77.4706013213573
249,Road 1,13.06179839520958,77.47097959281437
250,Road 1,13.061598131736526,77.47135786427145
251,Road 1,13.061397868263473,77.47173613572855
252,Road 1,13.061197604790419,77.47211440718563
253,Road 1,13.060997341317364,77.47249267864271
254,Road 1,13.060797077844311,77.4728709500998
255,Road 1,13.060596814371257,77.47324922155688
256,Road 1,13.060396550898203,77.47362749301398
257,Road 1,13.06019628742515,77.47400576447106
258,Road 1,13.059996023952095,77.47438403592814
259,Road 1,13.059795760479041,77.47476230738523
260,Road 1,13.059595497005988,77.47514057884231
261,Road 1,13.059395233532934,77.47551885029941
262,Road 1,13.05919497005988,77.47589712175649
263,Road 1,13.058994706586827,77.47627539321357
264,Road 1,13.058794443113772,77.47665366467066
265,Road 1,13.058594179640718,77.47703193612774
266,Road 1,13.058393916167663,77.47741020758482
267,Road 1,13.05819365269461,77.47778847904192
268,Road 1,13.057993389221556,77.478166750499
269,Road 1,13.057793125748502,77.4785450219561
270,Road 1,13.057592862275449,77.47892329341317
271,Road 1,13.057392598802394,77.47930156487025
272,Road 1,13.05719233532934,77.47967983632735
273,Road 1,13.056992071856287,77.48005810778443
274,Road 1,13.056791808383233,77.48043637924152
275,Road 1,13.056591544910178,77.4808146506986
276,Road 1,13.056391281437126,77.48119292215569
277,Road 1,13.056191017964071,77.48157119361278
278,Road 1,13.055990754491017,77.48194946506986
279,Road 1,13.055790491017964,77.48232773652694
280,Road 1,13.05559022754491,77.48270600798404
281,Road 1,13.055389964071855,77.48308427944112
282,Road 1,13.055189700598802,77.48346255089821
283,Road 1,13.054989437125748,77.48384082235529
284,Road 1,13.054789173652694,77.48421909381237
285,Road 1,13.05458891017964,77.48459736526947
286,Road 1,13.054388646706586,77.48497563672655
287,Road 1,13.054188383233532,77.48535390818364
288,Road 1,13.05398811976048,77.48573217964072
289,Road 1,13.053787856287425,77.4861104510978
290,Road 1,13.05358759281437,77.4864887225549
291,Road 1,13.053387329341318,77.48686699401198
292,Road 1,13.053187065868263,77.48724526546906
293,Road 1,13.052986802395209,77.48762353692615
294,Road 1,13.052786538922154,77.48800180838323
295,Road 1,13.052586275449102,77.48838007984033
296,Road 1,13.052386011976047,77.4887583512974
297,Road 1,13.052185748502993,77.48913662275449
298,Road 1,13.05198548502994,77.48951489421158
299,Road 1,13.051785221556885,77.48989316566866
300,Road 1,13.051584958083831,77.49027143712576
301,Road 1,13.051384694610778,77.49064970858284
302,Road 1,13.051184431137724,77.49102798003992
303,Road 1,13.05098416766467,77.49140625149701
304,Road 1,13.050783904191617,77.49178452295409
305,Road 1,13.050583640718562,77.49216279441117
306,Road 1,13.050383377245508,77.49254106586827
307,Road 1,13.050183113772455,77.49291933732535
308,Road 1,13.0499828502994,77.49329760878244
309,Road 1,13.049782586826346,77.49367588023952
310,Road 1,13.049582323353293,77.4940541516966
311,Road 1,13.049382059880239,77.4944324231537
312,Road 1,13.049181796407185,77.49481069461078
313,Road 1,13.048981532934132,77.49518896606787
314,Road 1,13.048781269461077,77.49556723752495
315,Road 1,13.048581005988023,77.49594550898203
316,Road 1,13.04838074251497,77.49632378043913
317,Road 1,13.048180479041916,77.49670205189621
318,Road 1,13.047980215568861,77.4970803233533
319,Road 1,13.047779952095809,77.49745859481038
320,Road 1,13.047579688622754,77.49783686626746
321,Road 1,13.0473794251497,77.49821513772456
322,Road 1,13.047179161676645,77.49859340918164
323,Road 1,13.046978898203593,77.49897168063872
324,Road 1,13.046778634730538,77.49934995209581
325,Road 1,13.046578371257484,77.49972822355289
326,Road 1,13.046378107784431,77.50010649500999
327,Road 1,13.046177844311377,77.50048476646707
328,Road 1,13.045977580838322,77.50086303792415
329,Road 1,13.04577731736527,77.50124130938124
330,Road 1,13.045577053892215,77.50161958083832
331,Road 1,13.04537679041916,77.50199785229542
332,Road 1,13.045176526946108,77.5023761237525
333,Road 1,13.044976263473053,77.50275439520958
334,Road 1,13.044775999999999,77.50313266666667
335,Road 1,13.044575736526946,77.50351093812375
336,Road 1,13.044375473053892,77.50388920958083
337,Road 1,13.044175209580837,77.50426748103793
338,Road 1,13.043974946107785,77.50464575249501
339,Road 1,13.04377468263473,77.5050240239521
340,Road 1,13.043574419161676,77.50540229540918
341,Road 1,13.043374155688623,77.50578056686626
342,Road 1,13.043173892215568,77.50615883832336
343,Road 1,13.042973628742514,77.50653710978044
344,Road 1,13.042773365269461,77.50691538123753
345,Road 1,13.042573101796407,77.50729365269461
346,Road 1,13.042372838323352,77.5076719241517
347,Road 1,13.0421725748503,77.50805019560879
348,Road 1,13.041972311377245,77.50842846706587
349,Road 1,13.04177204790419,77.50880673852295
350,Road 1,13.041571784431136,77.50918500998004
351,Road 1,13.041371520958084,77.50956328143712
352,Road 1,13.04117125748503,77.50994155289422
353,Road 1,13.040970994011975,77.5103198243513
354,Road 1,13.040770730538922,77.51069809580838
355,Road 1,13.040570467065868,77.51107636726547
356,Road 1,13.040370203592813,77.51145463872255
357,Road 1,13.04016994011976,77.51183291017965
358,Road 1,13.039969676646706,77.51221118163673
359,Road 1,13.039769413173651,77.51258945309381
360,Road 1,13.039569149700599,77.5129677245509
361,Road 1,13.039368886227544,77.51334599600798
362,Road 1,13.03916862275449,77.51372426746507
363,Road 1,13.038968359281437,77.51410253892216
364,Road 1,13.038768095808383,77.51448081037924
365,Road 1,13.038567832335328,77.51485908183633
366,Road 1,13.038367568862276,77.51523735329341
367,Road 1,13.038167305389221,77.5156156247505
368,Road 1,13.037967041916167,77.51599389620759
369,Road 1,13.037766778443114,77.51637216766467
370,Road 1,13.03756651497006,77.51675043912176
371,Road 1,13.037366251497005,77.51712871057885
372,Road 1,13.037165988023952,77.51750698203593
373,Road 1,13.036965724550898,77.51788525349302
374,Road 1,13.036765461077843,77.5182635249501
375,Road 1,13.03656519760479,77.51864179640718
376,Road 1,13.036364934131736,77.51902006786428
377,Road 1,13.036164670658682,77.51939833932136
378,Road 1,13.035964407185627,77.51977661077845
379,Road 1,13.035764143712575,77.52015488223553
380,Road 1,13.03556388023952,77.52053315369261
381,Road 1,13.035363616766466,77.5209114251497
382,Road 1,13.035163353293413,77.52128969660679
383,Road 1,13.034963089820359,77.52166796806388
384,Road 1,13.034762826347304,77.52204623952096
385,Road 1,13.034562562874251,77.52242451097804
386,Road 1,13.034362299401197,77.52280278243514
387,Road 1,13.034162035928142,77.52318105389222
388,Road 1,13.03396177245509,77.5235593253493
389,Road 1,13.033761508982035,77.52393759680639
390,Road 1,13.03356124550898,77.52431586826347
391,Road 1,13.033360982035928,77.52469413972057
392,Road 1,13.033160718562874,77.52507241117765
393,Road 1,13.03296045508982,77.52545068263473
394,Road 1,13.032760191616767,77.52582895409182
395,Road 1,13.032559928143712,77.5262072255489
396,Road 1,13.032359664670658,77.526585497006
397,Road 1,13.032159401197605,77.52696376846308
398,Road 1,13.03195913772455,77.52734203992016
399,Road 1,13.031758874251496,77.52772031137725
400,Road 1,13.031558610778443,77.52809858283433
401,Road 1,13.031358347305389,77.52847685429141
402,Road 1,13.031158083832334,77.5288551257485
403,Road 1,13.030957820359282,77.52923339720559
404,Road 1,13.030757556886227,77.52961166866268
405,Road 1,13.030557293413173,77.52998994011976
406,Road 1,13.030357029940118,77.53036821157684
407,Road 1,13.030156766467066,77.53074648303394
408,Road 1,13.029956502994011,77.53112475449102
409,Road 1,13.029756239520957,77.53150302594811
410,Road 1,13.029555976047904,77.53188129740519
411,Road 1,13.02935571257485,77.53225956886227
412,Road 1,13.029155449101795,77.53263784031937
413,Road 1,13.028955185628742,77.53301611177645
414,Road 1,13.028754922155688,77.53339438323353
415,Road 1,13.028554658682634,77.53377265469062
416,Road 1,13.02835439520958,77.5341509261477
417,Road 1,13.028154131736526,77.5345291976048
418,Road 1,13.027953868263472,77.53490746906188
419,Road 1,13.02775360479042,77.53528574051896
420,Road 1,13.027553341317365,77.53566401197605
421,Road 1,13.02735307784431,77.53604228343313
422,Road 1,13.027152814371258,77.53642055489023
423,Road 1,13.026952550898203,77.53679882634731
424,Road 1,13.026752287425149,77.53717709780439
425,Road 1,13.026552023952096,77.53755536926148
426,Road 1,13.026351760479042,77.53793364071856
427,Road 1,13.026151497005987,77.53831191217564
428,Road 1,13.025951233532934,77.53869018363274
429,Road 1,13.02575097005988,77.53906845508982
430,Road 1,13.025550706586825,77.53944672654691
431,Road 1,13.025350443113773,77.539824998004
432,Road 1,13.025150179640718,77.54020326946107
433,Road 1,13.024949916167664,77.54058154091817
434,Road 1,13.02474965269461,77.54095981237525
435,Road 1,13.024549389221557,77.54133808383234
436,Road 1,13.024349125748502,77.54171635528942
437,Road 1,13.024148862275448,77.5420946267465
438,Road 1,13.023948598802395,77.5424728982036
439,Road 1,13.02374833532934,77.54285116966068
440,Road 1,13.023548071856286,77.54322944111777
441,Road 1,13.023347808383233,77.54360771257485
442,Road 1,13.023147544910179,77.54398598403193
443,Road 1,13.022947281437125,77.54436425548903
444,Road 1,13.022747017964072,77.54474252694611
445,Road 1,13.022546754491017,77.54512079840319
446,Road 1,13.022346491017963,77.54549906986028
447,Road 1,13.02214622754491,77.54587734131736
448,Road 1,13.021945964071856,77.54625561277446
449,Road 1,13.021745700598801,77.54663388423154
450,Road 1,13.021545437125749,77.54701215568862
451,Road 1,13.021345173652694,77.54739042714571
452,Road 1,13.02114491017964,77.5477686986028
453,Road 1,13.020944646706587,77.54814697005989
454,Road 1,13.020744383233533,77.54852524151697
455,Road 1,13.020544119760478,77.54890351297405
456,Road 1,13.020343856287425,77.54928178443114
457,Road 1,13.020143592814371,77.54966005588822
458,Road 1,13.019943329341316,77.5500383273453
459,Road 1,13.019743065868262,77.5504165988024
460,Road 1,13.01954280239521,77.55079487025948
461,Road 1,13.019342538922155,77.55117314171657
462,Road 1,13.0191422754491,77.55155141317366
463,Road 1,13.018942011976048,77.55192968463074
464,Road 1,13.018741748502993,77.55230795608783
465,Road 1,13.018541485029939,77.55268622754491
466,Road 1,13.018341221556886,77.553064499002
467,Road 1,13.018140958083832,77.55344277045909
468,Road 1,13.017940694610777,77.55382104191617
469,Road 1,13.017740431137724,77.55419931337326
470,Road 1,13.01754016766467,77.55457758483034
471,Road 1,13.017339904191616,77.55495585628742
472,Road 1,13.017139640718563,77.55533412774452
473,Road 1,13.016939377245508,77.5557123992016
474,Road 1,13.016739113772454,77.55609067065869
475,Road 1,13.016538850299401,77.55646894211577
476,Road 1,13.016338586826347,77.55684721357285
477,Road 1,13.016138323353292,77.55722548502995
478,Road 1,13.01593805988024,77.55760375648703
479,Road 1,13.015737796407185,77.55798202794412
480,Road 1,13.01553753293413,77.5583602994012
481,Road 1,13.015337269461078,77.55873857085828
482,Road 1,13.015137005988024,77.55911684231538
483,Road 1,13.01493674251497,77.55949511377246
484,Road 1,13.014736479041916,77.55987338522954
485,Road 1,13.014536215568862,77.56025165668663
486,Road 1,13.014335952095808,77.56062992814371
487,Road 1,13.014135688622755,77.5610081996008
488,Road 1,13.0139354251497,77.56138647105789
489,Road 1,13.013735161676646,77.56176474251497
490,Road 1,13.013534898203591,77.56214301397206
491,Road 1,13.013334634730539,77.56252128542914
492,Road 1,13.013134371257484,77.56289955688624
493,Road 1,13.01293410778443,77.56327782834332
494,Road 1,13.012733844311377,77.5636560998004
495,Road 1,13.012533580838323,77.56403437125749
496,Road 1,13.012333317365268,77.56441264271457
497,Road 1,13.012133053892216,77.56479091417165
498,Road 1,13.011932790419161,77.56516918562875
499,Road 1,13.011732526946107,77.56554745708583
500,Road 1,13.011532263473054,77.56592572854292
501,Road 2,13.05252954491018,77.47770575648703
502,Road 2,13.05225108982036,77.47768451297405
503,Road 2,13.05197263473054,77.47766326946108
504,Road 2,13.05169417964072,77.4776420259481
505,Road 2,13.0514157245509,77.47762078243512
506,Road 2,13.051137269461078,77.47759953892216
507,Road 2,13.050858814371258,77.47757829540919
508,Road 2,13.050580359281438,77.47755705189621
509,Road 2,13.050301904191617,77.47753580838324
510,Road 2,13.050023449101797,77.47751456487026
511,Road 2,13.049744994011977,77.47749332135729
512,Road 2,13.049466538922156,77.47747207784431
513,Road 2,13.049188083832336,77.47745083433134
514,Road 2,13.048909628742516,77.47742959081836
515,Road 2,13.048631173652696,77.47740834730538
516,Road 2,13.048352718562874,77.47738710379242
517,Road 2,13.048074263473055,77.47736586027945
518,Road 2,13.047795808383235,77.47734461676647
519,Road 2,13.047517353293413,77.4773233732535
520,Road 2,13.047238898203593,77.47730212974052
521,Road 2,13.046960443113774,77.47728088622755
522,Road 2,13.046681988023952,77.47725964271457
523,Road 2,13.046403532934132,77.4772383992016
524,Road 2,13.046125077844312,77.47721715568862
525,Road 2,13.045846622754492,77.47719591217565
526,Road 2,13.04556816766467,77.47717466866267
527,Road 2,13.045289712574851,77.47715342514971
528,Road 2,13.045011257485031,77.47713218163673
529,Road 2,13.04473280239521,77.47711093812376
530,Road 2,13.04445434730539,77.47708969461078
531,Road 2,13.04417589221557,77.47706845109781
532,Road 2,13.043897437125748,77.47704720758483
533,Road 2,13.043618982035929,77.47702596407186
534,Road 2,13.043340526946109,77.47700472055888
535,Road 2,13.043062071856289,77.4769834770459
536,Road 2,13.042783616766467,77.47696223353293
537,Road 2,13.042505161676647,77.47694099001995
538,Road 2,13.042226706586828,77.476919746507
539,Road 2,13.041948251497006,77.47689850299402
540,Road 2,13.041669796407186,77.47687725948104
541,Road 2,13.041391341317366,77.47685601596807
542,Road 2,13.041112886227545,77.47683477245509
543,Road 2,13.040834431137725,77.47681352894212
544,Road 2,13.040555976047905,77.47679228542914
545,Road 2,13.040277520958085,77.47677104191617
546,Road 2,13.039999065868264,77.47674979840319
547,Road 2,13.039720610778444,77.47672855489022
548,Road 2,13.039442155688624,77.47670731137725
549,Road 2,13.039163700598802,77.47668606786428
550,Road 2,13.038885245508983,77.4766648243513
551,Road 2,13.038606790419163,77.47664358083833
552,Road 2,13.038328335329341,77.47662233732535
553,Road 2,13.038049880239521,77.47660109381238
554,Road 2,13.037771425149701,77.4765798502994
555,Road 2,13.037492970059882,77.47655860678643
556,Road 2,13.03721451497006,77.47653736327345
557,Road 2,13.03693605988024,77.47651611976048
558,Road 2,13.03665760479042,77.4764948762475
559,Road 2,13.036379149700599,77.47647363273454
560,Road 2,13.036100694610779,77.47645238922156
561,Road 2,13.035822239520959,77.47643114570859
562,Road 2,13.035543784431137,77.47640990219561
563,Road 2,13.035265329341318,77.47638865868264
564,Road 2,13.034986874251498,77.47636741516966
565,Road 2,13.034708419161678,77.47634617165669
566,Road 2,13.034429964071856,77.47632492814371
567,Road 2,13.034151508982037,77.47630368463074
568,Road 2,13.033873053892217,77.47628244111776
569,Road 2,13.033594598802395,77.47626119760479
570,Road 2,13.033316143712575,77.47623995409182
571,Road 2,13.033037688622755,77.47621871057885
572,Road 2,13.032759233532934,77.47619746706587
573,Road 2,13.032480778443114,77.4761762235529
574,Road 2,13.032202323353294,77.47615498003992
575,Road 2,13.031923868263474,77.47613373652695
576,Road 2,13.031645413173653,77.47611249301397
577,Road 2,13.031366958083833,77.476091249501
578,Road 2,13.031088502994013,77.47607000598802
579,Road 2,13.030810047904192,77.47604876247505
580,Road 2,13.030531592814372,77.47602751896208
581,Road 2,13.030253137724552,77.47600627544911
582,Road 2,13.02997468263473,77.47598503193613
583,Road 2,13.02969622754491,77.47596378842316
584,Road 2,13.02941777245509,77.47594254491018
585,Road 2,13.02913931736527,77.47592130139721
586,Road 2,13.02886086227545,77.47590005788423
587,Road 2,13.02858240718563,77.47587881437126
588,Road 2,13.02830395209581,77.47585757085828
589,Road 2,13.028025497005988,77.4758363273453
590,Road 2,13.027747041916168,77.47581508383233
591,Road 2,13.027468586826348,77.47579384031937
592,Road 2,13.027190131736527,77.4757725968064
593,Road 2,13.026911676646707,77.47575135329342
594,Road 2,13.026633221556887,77.47573010978044
595,Road 2,13.026354766467067,77.47570886626747
596,Road 2,13.026076311377246,77.47568762275449
597,Road 2,13.025797856287426,77.47566637924152
598,Road 2,13.025519401197606,77.47564513572854
599,Road 2,13.025240946107784,77.47562389221557
600,Road 2,13.024962491017964,77.47560264870259
601,Road 2,13.024684035928145,77.47558140518962
602,Road 2,13.024405580838323,77.47556016167665
603,Road 2,13.024127125748503,77.47553891816368
604,Road 2,13.023848670658683,77.4755176746507
605,Road 2,13.023570215568864,77.47549643113773
606,Road 2,13.023291760479042,77.47547518762475
607,Road 2,13.023013305389222,77.47545394411178
